AIdent,Activation Day,Branch,City,How Heard Of
209967,11/10/2017,08-Columbus West,columbus,Friend/Relative Referral
209969,11/10/2017,03-Independence,highland hills,
209970,11/10/2017,03-Independence,Northfield,
209971,11/10/2017,05-Elyria,Elyria,
209972,11/10/2017,07-Columbus East,canal winchester,
209973,11/10/2017,11-Florence,Kettering,Friend/Relative Referral
209974,11/10/2017,08-Columbus West,Columbus,Friend/Relative Referral
209975,11/10/2017,05-Elyria,Lorian,Walk-In
209976,11/10/2017,05-Elyria,Lorain,
209977,11/10/2017,03-Independence,Maple Heights,Other web site
209978,11/10/2017,14-Louisville,Shepherdsville,Indeed
209979,11/10/2017,14-Louisville,Shepherdsville,Friend/Relative Referral
209981,11/10/2017,09-Lancaster,lancaster,Walk-In
209982,11/10/2017,14-Louisville,Radcliff,Indeed
209983,11/10/2017,12-Chicago,Matteson,
209984,11/10/2017,03-Independence,Cleveland,Advanced Careers
209985,11/10/2017,12-Chicago,Richton Park,
209986,11/10/2017,10-West Chester,cincinnati ohio,Zip Recruiter
209987,11/10/2017,08-Columbus West,Columbus,Indeed
209988,11/10/2017,14-Louisville,Louisville,Walk-In
209989,11/10/2017,09-Lancaster,New Lexington,Friend/Relative Referral
209990,11/10/2017,09-Lancaster,Lancaster ,Indeed
209991,11/10/2017,12-Chicago,cicero ,Friend/Relative Referral
209992,11/10/2017,07-Columbus East,Columbus ,Friend/Relative Referral
209993,11/10/2017,12-Chicago,Chicago,Walk-In
209994,11/10/2017,12-Chicago,Chicago ,Friend/Relative Referral
209995,11/10/2017,11-Florence,Covington,Other web site
209996,11/10/2017,08-Columbus West,Grove city,Zip Recruiter
209997,11/10/2017,11-Florence,Cincinnati,
209998,11/10/2017,08-Columbus West,Columbus ,Friend/Relative Referral
209999,11/11/2017,05-Elyria,Lorain,Friend/Relative Referral
210000,11/11/2017,08-Columbus West,columbus,Craigslist
210001,11/11/2017,14-Louisville,Louisville,Walk-In
210002,11/11/2017,14-Louisville,louisville,Walk-In
210003,11/11/2017,12-Chicago,Chicago,
210004,11/11/2017,08-Columbus West,galloway,Friend/Relative Referral
210005,11/11/2017,12-Chicago,Chicago,
210006,11/11/2017,14-Louisville,Shepherdsville,Craigslist
210007,11/11/2017,14-Louisville,Louisville,Friend/Relative Referral
210008,11/11/2017,14-Louisville,Louisville ,Friend/Relative Referral
210009,11/11/2017,12-Chicago,Skokie,
210010,11/11/2017,12-Chicago,Chicago,
210011,11/11/2017,12-Chicago,Chicago,
210012,11/11/2017,14-Louisville,Louisville,Indeed
210013,11/11/2017,12-Chicago,Chicago,
210014,11/11/2017,14-Louisville,louisville,Friend/Relative Referral
210015,11/11/2017,14-Louisville,louisville,Friend/Relative Referral
210016,11/11/2017,12-Chicago,Lemont,Indeed
210017,11/11/2017,14-Louisville,Louisville,Friend/Relative Referral
210018,11/11/2017,12-Chicago,Chicago,
210019,11/11/2017,12-Chicago,Chicago,
210020,11/11/2017,12-Chicago,Chicago,
210021,11/11/2017,12-Chicago,Chicago,
210022,11/11/2017,07-Columbus East,blacklick,Friend/Relative Referral
210023,11/11/2017,14-Louisville,Louisville,Indeed
210024,11/11/2017,14-Louisville,new haven,Other web site
210025,11/11/2017,08-Columbus West,columbus,Friend/Relative Referral
210026,11/11/2017,14-Louisville,louisville,Friend/Relative Referral
210027,11/11/2017,14-Louisville,louisville,Craigslist
210028,11/11/2017,14-Louisville,Louisville,Other web site
210029,11/11/2017,14-Louisville,Louisville ,Friend/Relative Referral
210030,11/11/2017,14-Louisville,louisville ,Friend/Relative Referral
210031,11/11/2017,14-Louisville,Louisville,Friend/Relative Referral
210032,11/11/2017,14-Louisville,Louisville,Friend/Relative Referral
210033,11/11/2017,14-Louisville,Louisville,Craigslist
210034,11/11/2017,08-Columbus West,columbus,Other web site
210035,11/11/2017,14-Louisville,Louisville,Walk-In
210036,11/11/2017,14-Louisville,Louisville,Indeed
210037,11/11/2017,14-Louisville,Shepherdsville,Friend/Relative Referral
210038,11/11/2017,14-Louisville,Louisville,Friend/Relative Referral
210039,11/11/2017,14-Louisville,Louisville,Craigslist
210040,11/11/2017,14-Louisville,Louisville,Indeed
210041,11/11/2017,14-Louisville,Louisville,Walk-In
210042,11/11/2017,14-Louisville,louisville,Indeed
210043,11/11/2017,11-Florence,Cincinnati,Friend/Relative Referral
210044,11/11/2017,11-Florence,Cincinnati,Friend/Relative Referral
210045,11/11/2017,14-Louisville,Louisville,Newspaper Ad
210046,11/12/2017,11-Florence,Cincinnati,Friend/Relative Referral
210047,11/12/2017,11-Florence,Cincinnati,Indeed
210048,11/12/2017,03-Independence,Cleveland ,Indeed
210049,11/12/2017,10-West Chester,Cincinnati,Craigslist
210050,11/12/2017,12-Chicago,chicago,Friend/Relative Referral
210051,11/12/2017,05-Elyria,cleveland,Indeed
210052,11/12/2017,08-Columbus West,Columbus,Friend/Relative Referral
210053,11/12/2017,12-Chicago,Chicago,Friend/Relative Referral
210054,11/12/2017,14-Louisville,Bardstown,Friend/Relative Referral
210055,11/13/2017,03-Independence,Cleveland ,Walk-In
210056,11/13/2017,06-Akron,Barberton,Indeed
210057,11/13/2017,11-Florence,Cincinnati,Walk-In
210058,11/13/2017,06-Akron,akron,Friend/Relative Referral
210059,11/13/2017,11-Florence,NEWPORT,Indeed
210060,11/13/2017,08-Columbus West,Galloway,Walk-In
210061,11/13/2017,07-Columbus East,Columbus,
210062,11/13/2017,06-Akron,Akron,Friend/Relative Referral
210063,11/13/2017,14-Louisville,Louisville,Craigslist
210064,11/13/2017,07-Columbus East,Columbus ,Craigslist
210065,11/13/2017,08-Columbus West,Columbus,Friend/Relative Referral
210066,11/13/2017,11-Florence,Cincinnati,Indeed
210067,11/13/2017,11-Florence,Cincinnati,Craigslist
210068,11/13/2017,03-Independence,Cleveland,Indeed
210069,11/13/2017,11-Florence,cincinnati,Walk-In
210070,11/13/2017,14-Louisville,louisville,Craigslist
210071,11/13/2017,14-Louisville,louisville,Indeed
210072,11/13/2017,05-Elyria,Lorain,Craigslist
210073,11/13/2017,14-Louisville,Fort Knox,Friend/Relative Referral
210074,11/13/2017,11-Florence,CINCINNATI,Friend/Relative Referral
210075,11/13/2017,11-Florence,cincinnati,Friend/Relative Referral
210076,11/13/2017,11-Florence,cincinnati,Walk-In
210077,11/13/2017,12-Chicago,Plainfield,Friend/Relative Referral
210078,11/13/2017,05-Elyria,Lorain,Friend/Relative Referral
210079,11/13/2017,11-Florence,Cincinnati,Friend/Relative Referral
210080,11/13/2017,03-Independence,Euclid,Indeed
210081,11/13/2017,14-Louisville,Louisville,Indeed
210082,11/13/2017,11-Florence,,Advanced Careers
210083,11/13/2017,08-Columbus West,columbus,
210084,11/13/2017,03-Independence,euclid,Craigslist
210085,11/13/2017,08-Columbus West,Columbus,Friend/Relative Referral
210086,11/13/2017,14-Louisville,Elizabethtown ,Zip Recruiter
210087,11/13/2017,08-Columbus West,,Advanced Careers
210088,11/13/2017,14-Louisville,Louisville Ky,Friend/Relative Referral
210089,11/13/2017,14-Louisville,Louisville,Friend/Relative Referral
210090,11/13/2017,14-Louisville,West Point,Other web site
210091,11/13/2017,06-Akron,euclid,
210092,11/13/2017,14-Louisville,campbellsville,Indeed
210093,11/13/2017,06-Akron,Akron,Walk-In
210094,11/13/2017,03-Independence,,Advanced Careers
210095,11/13/2017,11-Florence,newport,
210096,11/13/2017,06-Akron,Cuyahoga Falls,Indeed
210097,11/13/2017,09-Lancaster,logan,Indeed
210098,11/13/2017,14-Louisville,mt washington,Friend/Relative Referral
210099,11/13/2017,05-Elyria,lorain,Walk-In
210100,11/13/2017,14-Louisville,Louisville,Indeed
210101,11/13/2017,05-Elyria,lorain,Friend/Relative Referral
210102,11/13/2017,14-Louisville,Louisville,Friend/Relative Referral
210103,11/13/2017,08-Columbus West,columbus ,Walk-In
210104,11/13/2017,14-Louisville,louisville,Craigslist
210105,11/13/2017,03-Independence,willoughby ,Friend/Relative Referral
210106,11/13/2017,03-Independence,Parma,Friend/Relative Referral
210107,11/13/2017,14-Louisville,Bardstown,Other web site
210108,11/13/2017,06-Akron,Akron,Indeed
210109,11/13/2017,11-Florence,dayton,Walk-In
210110,11/13/2017,03-Independence,cleveland,Friend/Relative Referral
210111,11/13/2017,05-Elyria,lorain ,Walk-In
210112,11/13/2017,12-Chicago,Chicago ,Craigslist
210113,11/13/2017,07-Columbus East,COLUMBUS,Walk-In
210114,11/13/2017,07-Columbus East,columbus,Walk-In
210115,11/13/2017,07-Columbus East,columbus,
210116,11/13/2017,03-Independence,cleveland,Craigslist
210117,11/13/2017,08-Columbus West,Columbus,Walk-In
210118,11/13/2017,03-Independence,cleveland,
210119,11/13/2017,08-Columbus West,columbus ,Craigslist
210120,11/13/2017,12-Chicago,Chicago ,Indeed
210121,11/13/2017,08-Columbus West,Columbus ,Friend/Relative Referral
210122,11/13/2017,07-Columbus East,columbus,Friend/Relative Referral
210123,11/13/2017,08-Columbus West,columbus ,Friend/Relative Referral
210124,11/13/2017,03-Independence,Cleveland Hts,Indeed
210125,11/13/2017,06-Akron,Stow,Indeed
210126,11/13/2017,14-Louisville,Louisville  ,Indeed
210127,11/13/2017,14-Louisville,Louisville ,Indeed
210128,11/13/2017,14-Louisville,Louisville,Indeed
210129,11/13/2017,11-Florence,covington,Friend/Relative Referral
210130,11/13/2017,11-Florence,dryridge,Walk-In
210131,11/13/2017,03-Independence,Cleveland,Indeed
210132,11/13/2017,14-Louisville,Shepherdsville,Friend/Relative Referral
210133,11/13/2017,14-Louisville,boston,Friend/Relative Referral
210134,11/13/2017,08-Columbus West,hilliard,Friend/Relative Referral
210135,11/13/2017,11-Florence,falmouth,Other web site
210136,11/13/2017,14-Louisville,Barstown,Friend/Relative Referral
210137,11/13/2017,06-Akron,akron,Friend/Relative Referral
210138,11/13/2017,08-Columbus West,Columbus,Friend/Relative Referral
210139,11/13/2017,11-Florence,cincinnati,Walk-In
210140,11/13/2017,11-Florence,Cincinnati,
210141,11/13/2017,11-Florence,Cincinnati ,Friend/Relative Referral
210142,11/13/2017,11-Florence,Cincinnati,Walk-In
210143,11/13/2017,12-Chicago,Crestwood,
210144,11/13/2017,14-Louisville,Louisville,Friend/Relative Referral
210145,11/13/2017,05-Elyria,Elyria,Walk-In
210146,11/13/2017,03-Independence,Cleveland,
210147,11/13/2017,11-Florence,Cincinnati,Other web site
210148,11/13/2017,07-Columbus East,columbus,Walk-In
210149,11/13/2017,08-Columbus West,columbus,Craigslist
210150,11/13/2017,11-Florence,florence,Friend/Relative Referral
210151,11/13/2017,10-West Chester,Cincinnati,Walk-In
210152,11/13/2017,03-Independence,Cleveland,Friend/Relative Referral
210153,11/13/2017,10-West Chester,Liberty Township,
210154,11/13/2017,11-Florence,cincinnati,
210155,11/13/2017,08-Columbus West,Columbus,Walk-In
210156,11/13/2017,08-Columbus West,columbus ,Walk-In
210157,11/13/2017,03-Independence,Cleveland,Craigslist
210158,11/13/2017,03-Independence,cleveland,Craigslist
210159,11/13/2017,11-Florence,,Advanced Careers
210160,11/13/2017,11-Florence,florence,Friend/Relative Referral
210161,11/13/2017,03-Independence,,Advanced Careers
210162,11/13/2017,12-Chicago,Bolingbrook,Craigslist
210163,11/13/2017,08-Columbus West,columbus ,Friend/Relative Referral
210164,11/13/2017,10-West Chester,Cincinnati,Friend/Relative Referral
210165,11/13/2017,03-Independence,cleveland ,Friend/Relative Referral
210166,11/13/2017,08-Columbus West,Orient,Craigslist
210167,11/13/2017,11-Florence,elsmere,Friend/Relative Referral
210168,11/13/2017,10-West Chester,Cincinnati,Zip Recruiter
210169,11/13/2017,06-Akron,Akron,Craigslist
210170,11/13/2017,08-Columbus West,columbus,Newspaper Ad
210171,11/13/2017,14-Louisville,Shepherdsville,Friend/Relative Referral
210172,11/13/2017,12-Chicago,Chicago,
210173,11/13/2017,09-Lancaster,new lexington,Friend/Relative Referral
210174,11/13/2017,12-Chicago,Chicago,Friend/Relative Referral
210175,11/13/2017,11-Florence,Elsmere,Friend/Relative Referral
210176,11/13/2017,11-Florence,taylor mill,Indeed
210177,11/13/2017,14-Louisville,lebanon junction ,Indeed
210178,11/13/2017,07-Columbus East,Columbus,Craigslist
210179,11/13/2017,14-Louisville,Louisville ,Friend/Relative Referral
210180,11/13/2017,03-Independence,South Euclid,Indeed
210181,11/13/2017,10-West Chester,Sibina ,Craigslist
210182,11/13/2017,08-Columbus West,Columbus,Friend/Relative Referral
210183,11/13/2017,10-West Chester,Springdale,Craigslist
210184,11/13/2017,12-Chicago,,Advanced Careers
210185,11/13/2017,03-Independence,Cleveland,Other web site
210186,11/14/2017,07-Columbus East,Columbus,
210187,11/14/2017,11-Florence,Cincinnati,Other web site
210188,11/14/2017,03-Independence,,Advanced Careers
210189,11/14/2017,08-Columbus West,Columbus,Other web site
210190,11/14/2017,14-Louisville,Shepherdsville,Craigslist
210191,11/14/2017,08-Columbus West,,
210192,11/14/2017,11-Florence,Cincinnati,Walk-In
210193,11/14/2017,09-Lancaster,logan,
210194,11/14/2017,14-Louisville,huntingburg,Indeed
210195,11/14/2017,14-Louisville,Louisville,Craigslist
210196,11/14/2017,14-Louisville,Louisville,Indeed
210197,11/14/2017,14-Louisville,Mt. Washington,Walk-In
210198,11/14/2017,07-Columbus East,columbus,Craigslist
210199,11/14/2017,14-Louisville,Louisville,Friend/Relative Referral
210200,11/14/2017,03-Independence,cleveland ,Craigslist
210201,11/14/2017,08-Columbus West,columbus,Newspaper Ad
210202,11/14/2017,11-Florence,Highland Heights ,Friend/Relative Referral
210203,11/14/2017,07-Columbus East,columbus,Friend/Relative Referral
210204,11/14/2017,07-Columbus East,Columbus,Walk-In
210205,11/14/2017,14-Louisville,Louisville,Craigslist
210206,11/14/2017,06-Akron,Akron,
210207,11/14/2017,03-Independence,garfield heights,Friend/Relative Referral
210209,11/14/2017,10-West Chester,West Chester ,Indeed
210210,11/14/2017,10-West Chester,west chester,Indeed
210211,11/14/2017,12-Chicago,Bolingbrook,Craigslist
210212,11/14/2017,11-Florence,Cincinnati,Friend/Relative Referral
210213,11/14/2017,11-Florence,owenton,Friend/Relative Referral
210214,11/14/2017,11-Florence,owenton,Friend/Relative Referral
210215,11/14/2017,08-Columbus West,Columbus,Friend/Relative Referral
210216,,08-Columbus West,,
210217,11/14/2017,03-Independence,cleveland,Craigslist
210218,11/14/2017,12-Chicago,Crete,
210220,11/14/2017,11-Florence,cincinnati,Friend/Relative Referral
210221,11/14/2017,10-West Chester,Cincinnati,Friend/Relative Referral
210222,11/14/2017,14-Louisville,louisville,Craigslist
210223,11/14/2017,05-Elyria,lorain,Friend/Relative Referral
210224,11/14/2017,08-Columbus West,dublin,Friend/Relative Referral
210225,11/14/2017,10-West Chester,Cincinnati,Indeed
210226,11/14/2017,11-Florence,Cincinnati,Friend/Relative Referral
210227,11/14/2017,14-Louisville,"LOUISVILLE,KY.",Other web site
210228,11/14/2017,14-Louisville,Louisville,Indeed
210229,11/14/2017,14-Louisville,LOUISVILLE,Friend/Relative Referral
210230,11/14/2017,03-Independence,Akron,Indeed
210231,11/14/2017,12-Chicago,Bolingbrook,Walk-In
210232,11/14/2017,08-Columbus West,COLUMBUS,Advanced Careers
210233,11/14/2017,03-Independence,Cleveland,Craigslist
210234,11/14/2017,03-Independence,cleveland,Craigslist
210235,11/14/2017,06-Akron,Akron,Walk-In
210236,11/14/2017,14-Louisville,Louisville,Indeed
210237,11/14/2017,06-Akron,Akron,Indeed
210238,11/14/2017,06-Akron,Akron,Zip Recruiter
210239,11/14/2017,11-Florence,cincinnati,Walk-In
210240,11/14/2017,11-Florence,covington,Craigslist
210241,11/14/2017,11-Florence,Cincinnati,Friend/Relative Referral
210242,11/14/2017,08-Columbus West,Columbus,Newspaper Ad
210243,11/14/2017,14-Louisville,Lousville,Friend/Relative Referral
210244,11/14/2017,14-Louisville,LOUISVILLE,Friend/Relative Referral
210245,11/14/2017,08-Columbus West,Delaware,Craigslist
210246,11/14/2017,03-Independence,cleveland,Friend/Relative Referral
210247,11/14/2017,03-Independence,bedford hts,Indeed
210248,11/14/2017,08-Columbus West,columbus,Friend/Relative Referral
210249,11/14/2017,14-Louisville,Louisville,Friend/Relative Referral
210250,11/14/2017,14-Louisville,Louisville,Indeed
210251,11/14/2017,03-Independence,Bedford,Zip Recruiter
210252,11/14/2017,11-Florence,Independence,Friend/Relative Referral
210253,11/14/2017,07-Columbus East,Reynoldsburg ,Friend/Relative Referral
210254,11/14/2017,06-Akron,akron ,Indeed
210255,11/14/2017,11-Florence,Alexandria,Other web site
210256,11/14/2017,11-Florence,florence ,Friend/Relative Referral
210257,11/14/2017,14-Louisville,Vine Grove,Craigslist
210258,11/14/2017,14-Louisville,vine grove,Indeed
210259,11/14/2017,03-Independence,East Cleveland ,Craigslist
210260,11/14/2017,12-Chicago,Chicago,Craigslist
210261,11/14/2017,11-Florence,vine grove,Walk-In
210262,11/14/2017,14-Louisville,louisville,Craigslist
210263,11/14/2017,11-Florence,florence,Friend/Relative Referral
210264,11/14/2017,14-Louisville,louisville,Friend/Relative Referral
210265,11/14/2017,07-Columbus East,Columbus,Friend/Relative Referral
210266,11/14/2017,03-Independence,Cleveland,Indeed
210267,11/14/2017,10-West Chester,Cincinnati,Friend/Relative Referral
210268,11/14/2017,12-Chicago,Chicago,
210269,11/14/2017,11-Florence,florence,Walk-In
210270,11/14/2017,08-Columbus West,galloway,Walk-In
210271,11/14/2017,14-Louisville,Louisville,Zip Recruiter
210272,11/14/2017,14-Louisville,Louisville,Walk-In
210273,11/14/2017,14-Louisville,Louisville,Craigslist
210274,11/14/2017,03-Independence,Cleveland Heights,
210275,11/14/2017,07-Columbus East,Columbus,Friend/Relative Referral
210276,11/14/2017,08-Columbus West,Columbus,Friend/Relative Referral
210277,11/14/2017,03-Independence,cleveland,Walk-In
210278,11/14/2017,03-Independence,Parma ,Friend/Relative Referral
210279,11/14/2017,07-Columbus East,columbus,Walk-In
210280,11/14/2017,06-Akron,akron,Craigslist
210281,11/14/2017,11-Florence,cincinnati,Walk-In
210282,11/14/2017,10-West Chester,cincinnati,Friend/Relative Referral
210283,11/14/2017,09-Lancaster,logan,Other web site
210284,11/14/2017,06-Akron,akron,Other web site
210285,11/14/2017,11-Florence,independence,Friend/Relative Referral
210286,11/14/2017,08-Columbus West,Columbus,Friend/Relative Referral
210287,11/14/2017,12-Chicago,,
210288,11/14/2017,06-Akron,akron,Indeed
210289,11/14/2017,06-Akron,Akron,Indeed
210290,11/14/2017,08-Columbus West,Columbus,
210291,11/14/2017,09-Lancaster,lancaster,Walk-In
210292,11/14/2017,09-Lancaster,lancaster,Walk-In
210293,11/14/2017,11-Florence,cincinnati,Monster.com
210294,11/14/2017,07-Columbus East,columbus,Indeed
210295,11/14/2017,11-Florence,cincinnati,Friend/Relative Referral
210296,11/14/2017,14-Louisville,louisville,Friend/Relative Referral
210297,11/14/2017,08-Columbus West,Columbus,Other web site
210298,11/14/2017,08-Columbus West,Marion,Indeed
210299,11/14/2017,11-Florence,Elizabethtown,Walk-In
210300,11/14/2017,14-Louisville,Elizabethtown,Indeed
210301,11/14/2017,11-Florence,Elizabethtown ,Walk-In
210302,11/14/2017,14-Louisville,LOUISVILLE,Indeed
210303,11/14/2017,05-Elyria,wellington ,Friend/Relative Referral
210304,11/14/2017,12-Chicago,tinley park,Other web site
210305,11/14/2017,12-Chicago,Chicago,Other web site
210306,11/14/2017,14-Louisville,Louisville,Craigslist
210307,11/14/2017,11-Florence,Demossville ,Friend/Relative Referral
210308,11/14/2017,14-Louisville,Louisville,Indeed
210309,11/14/2017,07-Columbus East,COLUMBUS,
210310,11/14/2017,07-Columbus East,COLUMBUS,
210311,11/14/2017,07-Columbus East,COLUMBUS,
210312,11/14/2017,07-Columbus East,COLUMBUS,
210313,11/14/2017,11-Florence,Cincinnati,
210314,11/14/2017,12-Chicago,Chicago,Craigslist
210315,11/15/2017,09-Lancaster,,Advanced Careers
210316,11/15/2017,03-Independence,Garfield Heights ,Other web site
210317,11/15/2017,14-Louisville,Louisville ,Friend/Relative Referral
210318,11/15/2017,11-Florence,Covington,Walk-In
210319,11/15/2017,11-Florence,Cincinnati,Craigslist
210320,11/15/2017,11-Florence,Cincinnati,Indeed
210321,11/15/2017,14-Louisville,Shepherdsville,Craigslist
210322,11/15/2017,03-Independence,cleveland,Walk-In
210323,11/15/2017,07-Columbus East,Columbus,Walk-In
210324,11/15/2017,08-Columbus West,Columbus,Friend/Relative Referral
210325,11/15/2017,14-Louisville,Radcliffe,
210326,11/15/2017,05-Elyria,Elyria,Friend/Relative Referral
210327,11/15/2017,08-Columbus West,Columbus,Friend/Relative Referral
210328,11/15/2017,03-Independence,Cleveland,Indeed
